institution_id,criterion,value,category_type,category,criterion_cat,n_true,p_true,p_rank
15,racism,0,sub,role_of_racism,"    ""Racism""    ",19,0.5135135135135135,15
16,racism,1,sub,role_of_racism,"    ""Racism""    ",16,0.43243243243243246,30
17,racism,1,sub,role_of_racism,"    ""Racism""    ",20,0.5405405405405406,12
18,racism,1,sub,role_of_racism,"    ""Racism""    ",18,0.4864864864864865,20
19,racism,0,sub,role_of_racism,"    ""Racism""    ",17,0.4594594594594595,25
20,racism,1,sub,role_of_racism,"    ""Racism""    ",20,0.5405405405405406,13
21,racism,1,sub,role_of_racism,"    ""Racism""    ",14,0.3783783783783784,38
22,racism,1,sub,role_of_racism,"    ""Racism""    ",21,0.5675675675675675,6
23,racism,1,sub,role_of_racism,"    ""Racism""    ",15,0.40540540540540543,33
24,racism,1,sub,role_of_racism,"    ""Racism""    ",19,0.5135135135135135,16
25,racism,1,sub,role_of_racism,"    ""Racism""    ",18,0.4864864864864865,21
26,racism,1,sub,role_of_racism,"    ""Racism""    ",10,0.2702702702702703,52
27,racism,1,sub,role_of_racism,"    ""Racism""    ",26,0.7027027027027027,1
28,racism,1,sub,role_of_racism,"    ""Racism""    ",17,0.4594594594594595,26
29,racism,0,sub,role_of_racism,"    ""Racism""    ",11,0.2972972972972973,50
30,racism,0,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,44
31,racism,1,sub,role_of_racism,"    ""Racism""    ",21,0.5675675675675675,7
32,racism,1,sub,role_of_racism,"    ""Racism""    ",15,0.40540540540540543,34
33,racism,1,sub,role_of_racism,"    ""Racism""    ",25,0.6756756756756757,2
34,racism,0,sub,role_of_racism,"    ""Racism""    ",9,0.24324324324324326,54
35,racism,1,sub,role_of_racism,"    ""Racism""    ",8,0.21621621621621623,55
36,racism,1,sub,role_of_racism,"    ""Racism""    ",19,0.5135135135135135,17
37,racism,1,sub,role_of_racism,"    ""Racism""    ",16,0.43243243243243246,31
38,racism,1,sub,role_of_racism,"    ""Racism""    ",18,0.4864864864864865,22
39,racism,1,sub,role_of_racism,"    ""Racism""    ",12,0.32432432432432434,49
40,racism,1,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,45
41,racism,1,sub,role_of_racism,"    ""Racism""    ",17,0.4594594594594595,27
42,racism,1,sub,role_of_racism,"    ""Racism""    ",19,0.5135135135135135,18
43,racism,1,sub,role_of_racism,"    ""Racism""    ",21,0.5675675675675675,8
44,racism,1,sub,role_of_racism,"    ""Racism""    ",19,0.5135135135135135,19
45,racism,0,sub,role_of_racism,"    ""Racism""    ",7,0.1891891891891892,56
46,racism,1,sub,role_of_racism,"    ""Racism""    ",15,0.40540540540540543,35
47,racism,1,sub,role_of_racism,"    ""Racism""    ",14,0.3783783783783784,39
48,racism,1,sub,role_of_racism,"    ""Racism""    ",21,0.5675675675675675,9
49,racism,1,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,46
50,racism,1,sub,role_of_racism,"    ""Racism""    ",17,0.4594594594594595,28
51,racism,1,sub,role_of_racism,"    ""Racism""    ",18,0.4864864864864865,23
52,racism,1,sub,role_of_racism,"    ""Racism""    ",21,0.5675675675675675,10
53,racism,0,sub,role_of_racism,"    ""Racism""    ",18,0.4864864864864865,24
54,racism,1,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,47
55,racism,0,sub,role_of_racism,"    ""Racism""    ",13,0.35135135135135137,48
56,racism,1,sub,role_of_racism,"    ""Racism""    ",14,0.3783783783783784,40
1,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",24,0.6486486486486487,3
2,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",14,0.3783783783783784,36
3,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,41
4,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",9,0.24324324324324326,53
5,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",16,0.43243243243243246,29
6,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",23,0.6216216216216216,4
7,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,42
8,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",15,0.40540540540540543,32
9,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",19,0.5135135135135135,14
10,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",10,0.2702702702702703,51
11,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,43
12,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",20,0.5405405405405406,11
13,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",22,0.5945945945945946,5
14,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",14,0.3783783783783784,37
15,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",19,0.5135135135135135,15
16,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",16,0.43243243243243246,30
17,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",20,0.5405405405405406,12
18,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",18,0.4864864864864865,20
19,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",17,0.4594594594594595,25
20,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",20,0.5405405405405406,13
21,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",14,0.3783783783783784,38
22,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",21,0.5675675675675675,6
23,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",15,0.40540540540540543,33
24,white_supremacy,1,sub,role_of_racism,"    ""White supremacy""    ",19,0.5135135135135135,16
25,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",18,0.4864864864864865,21
26,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",10,0.2702702702702703,52
27,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",26,0.7027027027027027,1
28,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",17,0.4594594594594595,26
29,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",11,0.2972972972972973,50
30,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,44
31,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",21,0.5675675675675675,7
32,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",15,0.40540540540540543,34
33,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",25,0.6756756756756757,2
34,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",9,0.24324324324324326,54
35,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",8,0.21621621621621623,55
36,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",19,0.5135135135135135,17
37,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",16,0.43243243243243246,31
38,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",18,0.4864864864864865,22
39,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",12,0.32432432432432434,49
40,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,45
41,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",17,0.4594594594594595,27
42,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",19,0.5135135135135135,18
43,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",21,0.5675675675675675,8
44,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",19,0.5135135135135135,19
45,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",7,0.1891891891891892,56
46,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",15,0.40540540540540543,35
47,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",14,0.3783783783783784,39
48,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",21,0.5675675675675675,9
49,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,46
50,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",17,0.4594594594594595,28
51,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",18,0.4864864864864865,23
52,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",21,0.5675675675675675,10
53,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",18,0.4864864864864865,24
54,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,47
55,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",13,0.35135135135135137,48
56,white_supremacy,0,sub,role_of_racism,"    ""White supremacy""    ",14,0.3783783783783784,40
1,role_of_racism,1,main,role_of_racism,Explicitly names racism,24,0.6486486486486487,3
2,role_of_racism,0,main,role_of_racism,Explicitly names racism,14,0.3783783783783784,36
3,role_of_racism,0,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,41
4,role_of_racism,0,main,role_of_racism,Explicitly names racism,9,0.24324324324324326,53
5,role_of_racism,1,main,role_of_racism,Explicitly names racism,16,0.43243243243243246,29
6,role_of_racism,1,main,role_of_racism,Explicitly names racism,23,0.6216216216216216,4
7,role_of_racism,1,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,42
8,role_of_racism,0,main,role_of_racism,Explicitly names racism,15,0.40540540540540543,32
9,role_of_racism,1,main,role_of_racism,Explicitly names racism,19,0.5135135135135135,14
10,role_of_racism,1,main,role_of_racism,Explicitly names racism,10,0.2702702702702703,51
11,role_of_racism,1,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,43
12,role_of_racism,1,main,role_of_racism,Explicitly names racism,20,0.5405405405405406,11
13,role_of_racism,0,main,role_of_racism,Explicitly names racism,22,0.5945945945945946,5
14,role_of_racism,0,main,role_of_racism,Explicitly names racism,14,0.3783783783783784,37
15,role_of_racism,0,main,role_of_racism,Explicitly names racism,19,0.5135135135135135,15
16,role_of_racism,1,main,role_of_racism,Explicitly names racism,16,0.43243243243243246,30
17,role_of_racism,1,main,role_of_racism,Explicitly names racism,20,0.5405405405405406,12
18,role_of_racism,1,main,role_of_racism,Explicitly names racism,18,0.4864864864864865,20
19,role_of_racism,1,main,role_of_racism,Explicitly names racism,17,0.4594594594594595,25
20,role_of_racism,1,main,role_of_racism,Explicitly names racism,20,0.5405405405405406,13
21,role_of_racism,1,main,role_of_racism,Explicitly names racism,14,0.3783783783783784,38
22,role_of_racism,1,main,role_of_racism,Explicitly names racism,21,0.5675675675675675,6
23,role_of_racism,1,main,role_of_racism,Explicitly names racism,15,0.40540540540540543,33
24,role_of_racism,1,main,role_of_racism,Explicitly names racism,19,0.5135135135135135,16
25,role_of_racism,1,main,role_of_racism,Explicitly names racism,18,0.4864864864864865,21
26,role_of_racism,1,main,role_of_racism,Explicitly names racism,10,0.2702702702702703,52
27,role_of_racism,1,main,role_of_racism,Explicitly names racism,26,0.7027027027027027,1
28,role_of_racism,1,main,role_of_racism,Explicitly names racism,17,0.4594594594594595,26
29,role_of_racism,0,main,role_of_racism,Explicitly names racism,11,0.2972972972972973,50
30,role_of_racism,0,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,44
31,role_of_racism,1,main,role_of_racism,Explicitly names racism,21,0.5675675675675675,7
32,role_of_racism,1,main,role_of_racism,Explicitly names racism,15,0.40540540540540543,34
33,role_of_racism,1,main,role_of_racism,Explicitly names racism,25,0.6756756756756757,2
34,role_of_racism,0,main,role_of_racism,Explicitly names racism,9,0.24324324324324326,54
35,role_of_racism,1,main,role_of_racism,Explicitly names racism,8,0.21621621621621623,55
36,role_of_racism,1,main,role_of_racism,Explicitly names racism,19,0.5135135135135135,17
37,role_of_racism,1,main,role_of_racism,Explicitly names racism,16,0.43243243243243246,31
38,role_of_racism,1,main,role_of_racism,Explicitly names racism,18,0.4864864864864865,22
39,role_of_racism,1,main,role_of_racism,Explicitly names racism,12,0.32432432432432434,49
40,role_of_racism,1,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,45
41,role_of_racism,1,main,role_of_racism,Explicitly names racism,17,0.4594594594594595,27
42,role_of_racism,1,main,role_of_racism,Explicitly names racism,19,0.5135135135135135,18
43,role_of_racism,1,main,role_of_racism,Explicitly names racism,21,0.5675675675675675,8
44,role_of_racism,1,main,role_of_racism,Explicitly names racism,19,0.5135135135135135,19
45,role_of_racism,0,main,role_of_racism,Explicitly names racism,7,0.1891891891891892,56
46,role_of_racism,1,main,role_of_racism,Explicitly names racism,15,0.40540540540540543,35
47,role_of_racism,1,main,role_of_racism,Explicitly names racism,14,0.3783783783783784,39
48,role_of_racism,1,main,role_of_racism,Explicitly names racism,21,0.5675675675675675,9
49,role_of_racism,1,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,46
50,role_of_racism,1,main,role_of_racism,Explicitly names racism,17,0.4594594594594595,28
51,role_of_racism,1,main,role_of_racism,Explicitly names racism,18,0.4864864864864865,23
52,role_of_racism,1,main,role_of_racism,Explicitly names racism,21,0.5675675675675675,10
53,role_of_racism,0,main,role_of_racism,Explicitly names racism,18,0.4864864864864865,24
54,role_of_racism,1,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,47
55,role_of_racism,0,main,role_of_racism,Explicitly names racism,13,0.35135135135135137,48
56,role_of_racism,1,main,role_of_racism,Explicitly names racism,14,0.3783783783783784,40
1,antiracism,1,sub,active_support,"    ""Antiracism""    ",24,0.6486486486486487,3
2,antiracism,0,sub,active_support,"    ""Antiracism""    ",14,0.3783783783783784,36
3,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,41
4,antiracism,0,sub,active_support,"    ""Antiracism""    ",9,0.24324324324324326,53
5,antiracism,0,sub,active_support,"    ""Antiracism""    ",16,0.43243243243243246,29
6,antiracism,0,sub,active_support,"    ""Antiracism""    ",23,0.6216216216216216,4
7,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,42
8,antiracism,0,sub,active_support,"    ""Antiracism""    ",15,0.40540540540540543,32
9,antiracism,0,sub,active_support,"    ""Antiracism""    ",19,0.5135135135135135,14
10,antiracism,0,sub,active_support,"    ""Antiracism""    ",10,0.2702702702702703,51
11,antiracism,1,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,43
12,antiracism,0,sub,active_support,"    ""Antiracism""    ",20,0.5405405405405406,11
13,antiracism,0,sub,active_support,"    ""Antiracism""    ",22,0.5945945945945946,5
14,antiracism,0,sub,active_support,"    ""Antiracism""    ",14,0.3783783783783784,37
15,antiracism,0,sub,active_support,"    ""Antiracism""    ",19,0.5135135135135135,15
16,antiracism,0,sub,active_support,"    ""Antiracism""    ",16,0.43243243243243246,30
17,antiracism,0,sub,active_support,"    ""Antiracism""    ",20,0.5405405405405406,12
18,antiracism,0,sub,active_support,"    ""Antiracism""    ",18,0.4864864864864865,20
19,antiracism,0,sub,active_support,"    ""Antiracism""    ",17,0.4594594594594595,25
20,antiracism,0,sub,active_support,"    ""Antiracism""    ",20,0.5405405405405406,13
21,antiracism,0,sub,active_support,"    ""Antiracism""    ",14,0.3783783783783784,38
22,antiracism,0,sub,active_support,"    ""Antiracism""    ",21,0.5675675675675675,6
23,antiracism,0,sub,active_support,"    ""Antiracism""    ",15,0.40540540540540543,33
24,antiracism,0,sub,active_support,"    ""Antiracism""    ",19,0.5135135135135135,16
25,antiracism,0,sub,active_support,"    ""Antiracism""    ",18,0.4864864864864865,21
26,antiracism,0,sub,active_support,"    ""Antiracism""    ",10,0.2702702702702703,52
27,antiracism,1,sub,active_support,"    ""Antiracism""    ",26,0.7027027027027027,1
28,antiracism,0,sub,active_support,"    ""Antiracism""    ",17,0.4594594594594595,26
29,antiracism,0,sub,active_support,"    ""Antiracism""    ",11,0.2972972972972973,50
30,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,44
31,antiracism,0,sub,active_support,"    ""Antiracism""    ",21,0.5675675675675675,7
32,antiracism,0,sub,active_support,"    ""Antiracism""    ",15,0.40540540540540543,34
33,antiracism,0,sub,active_support,"    ""Antiracism""    ",25,0.6756756756756757,2
34,antiracism,0,sub,active_support,"    ""Antiracism""    ",9,0.24324324324324326,54
35,antiracism,0,sub,active_support,"    ""Antiracism""    ",8,0.21621621621621623,55
36,antiracism,0,sub,active_support,"    ""Antiracism""    ",19,0.5135135135135135,17
37,antiracism,0,sub,active_support,"    ""Antiracism""    ",16,0.43243243243243246,31
38,antiracism,0,sub,active_support,"    ""Antiracism""    ",18,0.4864864864864865,22
39,antiracism,0,sub,active_support,"    ""Antiracism""    ",12,0.32432432432432434,49
40,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,45
41,antiracism,0,sub,active_support,"    ""Antiracism""    ",17,0.4594594594594595,27
42,antiracism,0,sub,active_support,"    ""Antiracism""    ",19,0.5135135135135135,18
43,antiracism,1,sub,active_support,"    ""Antiracism""    ",21,0.5675675675675675,8
44,antiracism,0,sub,active_support,"    ""Antiracism""    ",19,0.5135135135135135,19
45,antiracism,0,sub,active_support,"    ""Antiracism""    ",7,0.1891891891891892,56
46,antiracism,0,sub,active_support,"    ""Antiracism""    ",15,0.40540540540540543,35
47,antiracism,0,sub,active_support,"    ""Antiracism""    ",14,0.3783783783783784,39
48,antiracism,0,sub,active_support,"    ""Antiracism""    ",21,0.5675675675675675,9
49,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,46
50,antiracism,1,sub,active_support,"    ""Antiracism""    ",17,0.4594594594594595,28
51,antiracism,0,sub,active_support,"    ""Antiracism""    ",18,0.4864864864864865,23
52,antiracism,0,sub,active_support,"    ""Antiracism""    ",21,0.5675675675675675,10
53,antiracism,0,sub,active_support,"    ""Antiracism""    ",18,0.4864864864864865,24
54,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,47
55,antiracism,0,sub,active_support,"    ""Antiracism""    ",13,0.35135135135135137,48
56,antiracism,0,sub,active_support,"    ""Antiracism""    ",14,0.3783783783783784,40
1,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",24,0.6486486486486487,3
2,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",14,0.3783783783783784,36
3,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,41
4,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",9,0.24324324324324326,53
5,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",16,0.43243243243243246,29
6,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",23,0.6216216216216216,4
7,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,42
8,black_lives_matter,1,sub,active_support,"    ""Black Lives Matter""    ",15,0.40540540540540543,32
9,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",19,0.5135135135135135,14
10,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",10,0.2702702702702703,51
11,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,43
12,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",20,0.5405405405405406,11
13,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",22,0.5945945945945946,5
14,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",14,0.3783783783783784,37
15,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",19,0.5135135135135135,15
16,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",16,0.43243243243243246,30
17,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",20,0.5405405405405406,12
18,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",18,0.4864864864864865,20
19,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",17,0.4594594594594595,25
20,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",20,0.5405405405405406,13
21,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",14,0.3783783783783784,38
22,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",21,0.5675675675675675,6
23,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",15,0.40540540540540543,33
24,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",19,0.5135135135135135,16
25,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",18,0.4864864864864865,21
26,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",10,0.2702702702702703,52
27,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",26,0.7027027027027027,1
28,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",17,0.4594594594594595,26
29,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",11,0.2972972972972973,50
30,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,44
31,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",21,0.5675675675675675,7
32,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",15,0.40540540540540543,34
33,black_lives_matter,1,sub,active_support,"    ""Black Lives Matter""    ",25,0.6756756756756757,2
34,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",9,0.24324324324324326,54
35,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",8,0.21621621621621623,55
36,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",19,0.5135135135135135,17
37,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",16,0.43243243243243246,31
38,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",18,0.4864864864864865,22
39,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",12,0.32432432432432434,49
40,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,45
41,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",17,0.4594594594594595,27
42,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",19,0.5135135135135135,18
43,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",21,0.5675675675675675,8
44,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",19,0.5135135135135135,19
45,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",7,0.1891891891891892,56
46,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",15,0.40540540540540543,35
47,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",14,0.3783783783783784,39
48,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",21,0.5675675675675675,9
49,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,46
50,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",17,0.4594594594594595,28
51,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",18,0.4864864864864865,23
52,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",21,0.5675675675675675,10
53,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",18,0.4864864864864865,24
54,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,47
55,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",13,0.35135135135135137,48
56,black_lives_matter,0,sub,active_support,"    ""Black Lives Matter""    ",14,0.3783783783783784,40
1,active_support,1,main,active_support,Active support,24,0.6486486486486487,3
2,active_support,0,main,active_support,Active support,14,0.3783783783783784,36
3,active_support,0,main,active_support,Active support,13,0.35135135135135137,41
4,active_support,0,main,active_support,Active support,9,0.24324324324324326,53
5,active_support,0,main,active_support,Active support,16,0.43243243243243246,29
6,active_support,0,main,active_support,Active support,23,0.6216216216216216,4
7,active_support,0,main,active_support,Active support,13,0.35135135135135137,42
8,active_support,1,main,active_support,Active support,15,0.40540540540540543,32
9,active_support,0,main,active_support,Active support,19,0.5135135135135135,14
10,active_support,0,main,active_support,Active support,10,0.2702702702702703,51
11,active_support,1,main,active_support,Active support,13,0.35135135135135137,43
12,active_support,0,main,active_support,Active support,20,0.5405405405405406,11
13,active_support,0,main,active_support,Active support,22,0.5945945945945946,5
14,active_support,0,main,active_support,Active support,14,0.3783783783783784,37
15,active_support,0,main,active_support,Active support,19,0.5135135135135135,15
16,active_support,0,main,active_support,Active support,16,0.43243243243243246,30
17,active_support,0,main,active_support,Active support,20,0.5405405405405406,12
18,active_support,0,main,active_support,Active support,18,0.4864864864864865,20
19,active_support,0,main,active_support,Active support,17,0.4594594594594595,25
20,active_support,0,main,active_support,Active support,20,0.5405405405405406,13
21,active_support,0,main,active_support,Active support,14,0.3783783783783784,38
22,active_support,0,main,active_support,Active support,21,0.5675675675675675,6
23,active_support,0,main,active_support,Active support,15,0.40540540540540543,33
24,active_support,0,main,active_support,Active support,19,0.5135135135135135,16
25,active_support,0,main,active_support,Active support,18,0.4864864864864865,21
26,active_support,0,main,active_support,Active support,10,0.2702702702702703,52
27,active_support,1,main,active_support,Active support,26,0.7027027027027027,1
28,active_support,0,main,active_support,Active support,17,0.4594594594594595,26
29,active_support,0,main,active_support,Active support,11,0.2972972972972973,50
30,active_support,0,main,active_support,Active support,13,0.35135135135135137,44
31,active_support,0,main,active_support,Active support,21,0.5675675675675675,7
32,active_support,0,main,active_support,Active support,15,0.40540540540540543,34
33,active_support,1,main,active_support,Active support,25,0.6756756756756757,2
34,active_support,0,main,active_support,Active support,9,0.24324324324324326,54
35,active_support,0,main,active_support,Active support,8,0.21621621621621623,55
36,active_support,0,main,active_support,Active support,19,0.5135135135135135,17
37,active_support,0,main,active_support,Active support,16,0.43243243243243246,31
38,active_support,0,main,active_support,Active support,18,0.4864864864864865,22
39,active_support,0,main,active_support,Active support,12,0.32432432432432434,49
40,active_support,0,main,active_support,Active support,13,0.35135135135135137,45
41,active_support,0,main,active_support,Active support,17,0.4594594594594595,27
42,active_support,0,main,active_support,Active support,19,0.5135135135135135,18
43,active_support,1,main,active_support,Active support,21,0.5675675675675675,8
44,active_support,0,main,active_support,Active support,19,0.5135135135135135,19
45,active_support,0,main,active_support,Active support,7,0.1891891891891892,56
46,active_support,0,main,active_support,Active support,15,0.40540540540540543,35
47,active_support,0,main,active_support,Active support,14,0.3783783783783784,39
48,active_support,0,main,active_support,Active support,21,0.5675675675675675,9
49,active_support,0,main,active_support,Active support,13,0.35135135135135137,46
50,active_support,1,main,active_support,Active support,17,0.4594594594594595,28
51,active_support,0,main,active_support,Active support,18,0.4864864864864865,23
52,active_support,0,main,active_support,Active support,21,0.5675675675675675,10
53,active_support,0,main,active_support,Active support,18,0.4864864864864865,24
54,active_support,0,main,active_support,Active support,13,0.35135135135135137,47
55,active_support,0,main,active_support,Active support,13,0.35135135135135137,48
56,active_support,0,main,active_support,Active support,14,0.3783783783783784,40
1,inequality,0,sub,enemy_words,"    ""Inequality""    ",24,0.6486486486486487,3
2,inequality,0,sub,enemy_words,"    ""Inequality""    ",14,0.3783783783783784,36
3,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,41
4,inequality,0,sub,enemy_words,"    ""Inequality""    ",9,0.24324324324324326,53
5,inequality,1,sub,enemy_words,"    ""Inequality""    ",16,0.43243243243243246,29
6,inequality,0,sub,enemy_words,"    ""Inequality""    ",23,0.6216216216216216,4
7,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,42
8,inequality,0,sub,enemy_words,"    ""Inequality""    ",15,0.40540540540540543,32
9,inequality,0,sub,enemy_words,"    ""Inequality""    ",19,0.5135135135135135,14
10,inequality,1,sub,enemy_words,"    ""Inequality""    ",10,0.2702702702702703,51
11,inequality,0,sub,enemy_words,"    ""Inequality""    ",13,0.35135135135135137,43
